iata,airport,city,state,country,lat,long
YPH,Inukjuak Airport,,,,58.471900939941406,-78.07689666748047
YPM,Pikangikum Airport,,,,51.819698333740234,-93.97329711914062
YPO,Peawanuck Airport,,,,54.98809814453125,-85.44329833984375
YPW,Powell River Airport,,,,49.83420181274414,-124.5
YQD,The Pas Airport,,,,53.97140121459961,-101.09100341796875
YQN,Nakina Airport,,,,50.18280029296875,-86.69640350341797
YRA,Rae Lakes Airport,,,,64.11609649658203,-117.30999755859375
YRL,Red Lake Airport,,,,51.066898345947266,-93.79309844970703
YSF,Stony Rapids Airport,,,,59.250301361083984,-105.84100341796875
YSK,Sanikiluaq Airport,,,,56.5377998352,-79.2466964722
YST,St. Theresa Point Airport,,,,53.84560012817383,-94.85189819335938
YTL,Big Trout Lake Airport,,,,53.81779861450195,-89.89689636230469
YVZ,Deer Lake Airport,,,,52.655799865722656,-94.0614013671875
YWP,Webequie Airport,,,,52.9593933975,-87.3748683929
YXN,Whale Cove Airport,,,,62.24000167849999,-92.59809875490001
YZG,Salluit Airport,,,,62.17940139770508,-75.66719818115234
ZAC,York Landing Airport,,,,56.08940124511719,-96.08920288085938
ILF,Ilford Airport,,,,56.0614013672,-95.613899231
ZBF,Bathurst Airport,,,,47.629699707,-65.738899231
ZEM,Eastmain River Airport,,,,52.22639846801758,-78.52249908447266
ZFD,Fond-Du-Lac Airport,,,,59.33440017700195,-107.18199920654297
ZGI,Gods River Airport,,,,54.839698791503906,-94.07859802246094
ZJN,Swan River Airport,,,,52.120601654052734,-101.23600006103516
ZKE,Kashechewan Airport,,,,52.282501220703125,-81.67780303955078
MSA,Muskrat Dam Airport,,,,53.44139862060547,-91.76280212402344
ZMT,Masset Airport,,,,54.02750015258789,-132.125
ZPB,Sachigo Lake Airport,,,,53.8911018371582,-92.19640350341797
ZRJ,Round Lake (Weagamow Lake) Airport,,,,52.943599700927734,-91.31279754638672
ZSJ,Sandy Lake Airport,,,,53.06420135498047,-93.34439849853516
ZTM,Shamattawa Airport,,,,55.8656005859375,-92.0813980102539
ZUM,Churchill Falls Airport,,,,53.5619010925293,-64.10639953613281
ZWL,Wollaston Lake Airport,,,,58.10689926147461,-103.1719970703125
BLJ,Batna Airport,,,,35.752101898199996,6.308589935300001
CBH,Béchar Boudghene Ben Ali Lotfi Airport,,,,31.645700454711914,-2.269860029220581
BMW,Bordj Badji Mokhtar Airport,,,,21.375,0.923888981342
ELU,Guemar Airport,,,,33.5113983154,6.77679014206
KMS,Kumasi Airport,,,,6.714560031890869,-1.5908199548721313
HDF,Heringsdorf Airport,,,,53.8787002563,14.152299881
HEI,Heide-Büsum Airport,,,,54.153331756600004,8.90166664124
HGL,Helgoland-Düne Airport,,,,54.185279846200004,7.91583299637
SJY,Seinäjoki Airport,,,,62.692101,22.8323
NQT,Nottingham Airport,,,,52.91999816894531,-1.0791699886322021
DSA,Robin Hood Doncaster Sheffield Airport,,,,53.4805378105,-1.01065635681
CAL,Campbeltown Airport,,,,55.437198638916016,-5.686389923095703
EOI,Eday Airport,,,,59.19060134887695,-2.7722198963165283
FIE,Fair Isle Airport,,,,59.53580093383789,-1.628059983253479
NRL,North Ronaldsay Airport,,,,59.3675003052,-2.43443989754
PPW,Papa Westray Airport,,,,59.351699829100006,-2.9002799987800003
SOY,Stronsay Airport,,,,59.1553001404,-2.64139008522
NDY,Sanday Airport,,,,59.250301361083984,-2.576669931411743
LWK,Lerwick / Tingwall Airport,,,,60.192199707,-1.24361002445
WRY,Westray Airport,,,,59.3502998352,-2.95000004768
LEQ,Land's End Airport,,,,50.102798,-5.67056
PZE,Penzance Heliport,,,,50.128101,-5.51845
VLY,Anglesey Airport,,,,53.2481002808,-4.53533983231
BRR,Barra Airport,,,,57.0228,-7.44306
CFN,Donegal Airport,,,,55.0442008972168,-8.340999603271484
\N,Weston Airport,,,,53.3521995544,-6.48611021042
CNL,Sindal Airport,,,,57.503502,10.2294
LKN,Leknes Airport,,,,68.152496337891,13.609399795532
OSY,Namsos Høknesøra Airport,,,,64.472198486328,11.57859992981
MQN,"Mo i Rana Airport, Røssvoll",,,,66.363899230957,14.301400184631
RVK,"Rørvik Airport, Ryum",,,,64.838302612305,11.14610004425
RET,Røst Airport,,,,67.527801513672,12.103300094604
SDN,Sandane Airport (Anda),,,,61.830001831055,6.1058301925659
SOG,Sogndal Airport,,,,61.156101,7.13778
SVJ,Svolvær Helle Airport,,,,68.243301391602,14.669199943542
SOJ,Sørkjosen Airport,,,,69.786796569824,20.959400177002
VAW,"Vardø Airport, Svartnes",,,,70.355400085449,31.044900894165
VRY,Værøy Heliport,,,,67.654555,12.727257
BZG,Bydgoszcz Ignacy Jan Paderewski Airport,,,,53.096801757799994,17.9776992798
LCJ,Łódź Władysław Reymont Airport,,,,51.721900939899996,19.3980998993
OSD,Åre Östersund Airport,,,,63.194400787354,14.50030040741
HFS,Hagfors Airport,,,,60.02009963989258,13.578900337219238
KSD,Karlstad Airport,,,,59.444698333699996,13.337400436400001
TYF,Torsby Airport,,,,60.1576004028,12.991299629199998
AGH,Ängelholm-Helsingborg Airport,,,,56.29610061645508,12.847100257873535
SQO,Storuman Airport,,,,64.96089935302734,17.69659996032715
HMV,Hemavan Airport,,,,65.80609893798828,15.082799911499023
VNT,Ventspils International Airport,,,,57.35779953,21.5442008972
QRA,Rand Airport,,,,-26.2425003052,28.1511993408
MQP,Kruger Mpumalanga International Airport,,,,-25.3831996918,31.1056003571
AAM,Malamala Airport,,,,-24.818099975585938,31.544599533081055
MBD,Mmabatho International Airport,,,,-25.798400878900004,25.548000335699996
GNZ,Ghanzi Airport,,,,-21.6924991607666,21.658100128173828
ORP,Orapa Airport,,,,-21.266701,25.3167
SWX,Shakawe Airport,,,,-18.373899459838867,21.832599639892578
TLD,Limpopo Valley Airport,,,,-22.189199447599997,29.126899719199997
DIS,Ngot Nzoungou Airport,,,,-4.20635,12.6599
CIP,Chipata Airport,,,,-13.558300018310547,32.58720016479492
\N,Los Alamitos Army Air Field,,,,33.79000092,-118.052002
YVA,Iconi Airport,,,,-11.710800170899999,43.2439002991
WAQ,Antsalova Airport,,,,-18.701273,44.614921
JVA,Ankavandra Airport,,,,-18.80501,45.273467
BMD,Belo sur Tsiribihina Airport,,,,-19.6867008209,44.541900634799994
MXT,Maintirano Airport,,,,-18.049999,44.033001
TVA,Morafenobe Airport,,,,-17.850083,44.920467
WTA,Tambohorano Airport,,,,-17.47610092163086,43.972801208496094
WTS,Tsiroanomandidy Airport,,,,-18.759677,46.054065
WAM,Ambatondrazaka Airport,,,,-17.795378,48.442583
WPB,Port Bergé Airport,,,,-15.584286,47.623587
\N,Ambanja Airport,,,,-13.645705,48.459427
DWB,Soalala Airport,,,,-16.10169,45.358837
WMP,Mampikony Airport,,,,-16.0722693402,47.644164562200004
\N,Nasa Shuttle Landing Facility Airport,,,,28.614999771118164,-80.69450378417969
WMA,Mandritsara Airport,,,,-15.833049,48.833284
MJA,Manja Airport,,,,-21.426105,44.316509
CBT,Catumbela Airport,,,,-12.4792,13.4869
DUE,Dundo Airport,,,,-7.400889873504639,20.818500518798828
VPE,Ngjiva Pereira Airport,,,,-17.0435009003,15.683799743700002
MSZ,Namibe Airport,,,,-15.261199951171875,12.14680004119873
KOU,Koulamoutou Mabimbi Airport,,,,-1.1846100091934,12.441300392151
MJL,Mouilla Ville Airport,,,,-1.845139980316162,11.056699752807617
TCH,Tchibanga Airport,,,,-2.8499999046325684,11.017000198364258
VPY,Chimoio Airport,,,,-19.15130043029785,33.42900085449219
SRH,Sarh Airport,,,,9.14444,18.374399
CMK,Club Makokola Airport,,,,-14.306900024414062,35.13249969482422
LUD,Luderitz Airport,,,,-26.687400817871094,15.242899894714355
OND,Ondangwa Airport,,,,-17.878201,15.9526
OMD,Oranjemund Airport,,,,-28.5847,16.446699
SWP,Swakopmund Airport,,,,-22.66189956665,14.568099975586
ERS,Eros Airport,,,,-22.612199783325195,17.080400466918945
BOA,Boma Airport,,,,-5.854000091552734,13.064000129699707
MAT,Tshimpi Airport,,,,-5.799610137939453,13.440400123596191
INO,Inongo Airport,,,,-1.947219967842102,18.28580093383789
NIO,Nioki Airport,,,,-2.7174999713897705,17.68470001220703
KRZ,Basango Mboliasa Airport,,,,-1.434999942779541,19.02400016784668
BSU,Basankusu Airport,,,,1.2247200012207031,19.78890037536621
TSH,Tshikapa Airport,,,,-6.43833,20.794701
LJA,Lodja Airport,,,,-3.4170000553131104,23.450000762939453
PFR,Ilebo Airport,,,,-4.329919,20.590124
OUK,Outer Skerries Airport,,,,60.4252,-0.75
GMZ,La Gomera Airport,,,,28.029600143432617,-17.214599609375
BTE,Sherbro International Airport,,,,7.5324201583862305,-12.518899917602539
KBS,Bo Airport,,,,7.944399833679199,-11.76099967956543
KEN,Kenema Airport,,,,7.891290187835693,-11.176600456237793
OXB,Osvaldo Vieira International Airport,,,,11.894800186157227,-15.65369987487793
SMW,Smara Airport,,,,26.7318,-11.6847
VIL,Dakhla Airport,,,,23.7183,-15.932
ESU,Mogador Airport,,,,31.3974990845,-9.6816701889
EUN,Hassan I Airport,,,,27.151699,-13.2192
NDR,Nador International Airport,,,,34.988800048799995,-3.0282099247
RAI,Praia International Airport,,,,14.924500465393066,-23.493499755859375
SFL,São Filipe Airport,,,,14.8850002289,-24.4799995422
BCO,Baco Airport,,,,5.78287,36.562
BEI,Beica Airport,,,,9.38638973236084,34.52190017700195
DSE,Combolcha Airport,,,,11.082500457763672,39.71139907836914
DEM,Dembidollo Airport,,,,8.553999900817871,34.858001708984375
GDE,Gode Airport,,,,5.93513011932,43.5786018372
GOR,Gore Airport,,,,8.1614,35.5529
ABK,Kabri Dehar Airport,,,,6.734,44.252998
MTF,Mizan Teferi Airport,,,,6.9571,35.5547
TIE,Tippi Airport,,,,7.2024,35.415
ALU,Alula Airport,,,,11.9582,50.748
BSA,Bosaso Airport,,,,11.275300025939941,49.14939880371094
MGQ,Aden Adde International Airport,,,,2.0144400596618652,45.3046989440918
GLK,Galcaio Airport,,,,6.78082990646,47.45470047
BUO,Burao Airport,,,,9.5275,45.5549
AAC,El Arish International Airport,,,,31.073299408,33.8358001709
ATZ,Assiut International Airport,,,,27.0464992523,31.0119991302
ASV,Amboseli Airport,,,,-2.645050048828125,37.25310134887695
LKG,Lokichoggio Airport,,,,4.20412015914917,34.348201751708984
MYD,Malindi Airport,,,,-3.2293100357055664,40.10169982910156
NYK,Nanyuki Airport,,,,-0.06239889934659004,37.04100799560547
SRX,Gardabya Airport,,,,31.063499450699997,16.5949993134
TOB,Gamal Abdel Nasser Airport,,,,31.861,23.907
MJI,Mitiga Airport,,,,32.894100189208984,13.276000022888184
LAQ,La Abraq Airport,,,,32.788700103759766,21.96430015563965
ATB,Atbara Airport,,,,17.710344314575195,34.0570182800293
UYL,Nyala Airport,,,,12.053500175476074,24.956199645996094
PZU,Port Sudan New International Airport,,,,19.4335994720459,37.234100341796875
BKZ,Bukoba Airport,,,,-1.332,31.8212
TKQ,Kigoma Airport,,,,-4.8862,29.6709
LDI,Lindi Airport,,,,-9.85111,39.757801
MUZ,Musoma Airport,,,,-1.503,33.8021
SHY,Shinyanga Airport,,,,-3.6093,33.5035
TBO,Tabora Airport,,,,-5.076389789581299,32.83330154418945
RUA,Arua Airport,,,,3.049999952316284,30.91699981689453
ULU,Gulu Airport,,,,2.8055601119995117,32.27180099487305
DIU,Diu Airport,,,,20.71310043334961,70.92109680175781
ABR,Aberdeen Regional Airport,,,,45.449100494384766,-98.42179870605469
ABY,Southwest Georgia Regional Airport,,,,31.535499572753906,-84.19450378417969
AHN,Athens Ben Epps Airport,,,,33.94860076904297,-83.32630157470703
ALM,Alamogordo White Sands Regional Airport,,,,32.8399009705,-105.990997314
ALO,Waterloo Regional Airport,,,,42.557098388671875,-92.40029907226562
ALW,Walla Walla Regional Airport,,,,46.09489822,-118.288002
APN,Alpena County Regional Airport,,,,45.0780983,-83.56030273
ATY,Watertown Regional Airport,,,,44.91400146,-97.15470123
BFD,Bradford Regional Airport,,,,41.8031005859375,-78.64009857177734
BFF,Western Neb. Rgnl/William B. Heilig Airport,,,,41.87400055,-103.5960007
BKW,Raleigh County Memorial Airport,,,,37.787300109899995,-81.1241989136
BQK,Brunswick Golden Isles Airport,,,,31.258800506591797,-81.46649932861328
BRL,Southeast Iowa Regional Airport,,,,40.783199310302734,-91.12550354003906
CEC,Jack Mc Namara Field Airport,,,,41.78020096,-124.2369995
CGI,Cape Girardeau Regional Airport,,,,37.22529983520508,-89.57080078125
CIU,Chippewa County International Airport,,,,46.25080108642578,-84.47239685058594
CKB,North Central West Virginia Airport,,,,39.2966003418,-80.2281036377
CLM,William R Fairchild International Airport,,,,48.120201110839844,-123.5
CMX,Houghton County Memorial Airport,,,,47.168399810791016,-88.48909759521484
DDC,Dodge City Regional Airport,,,,37.76340103149414,-99.9655990600586
DUJ,DuBois Regional Airport,,,,41.17829895,-78.8986969
EAU,Chippewa Valley Regional Airport,,,,44.86579895019531,-91.48429870605469
EKO,Elko Regional Airport,,,,40.82490158081055,-115.79199981689453
EWB,New Bedford Regional Airport,,,,41.67610168457031,-70.95690155029297
FAY,Fayetteville Regional Grannis Field,,,,34.9911994934082,-78.88030242919922
GGW,Wokal Field Glasgow International Airport,,,,48.212502,-106.614998
GRI,Central Nebraska Regional Airport,,,,40.967498779296875,-98.30960083007812
HOT,Memorial Field,,,,34.47800064086914,-93.09619903564453
HTS,Tri-State/Milton J. Ferguson Field,,,,38.36669922,-82.55799866
KIO,Kili Airport,,,,5.644515,169.119507
IRK,Kirksville Regional Airport,,,,40.09349822998047,-92.5448989868164
JMS,Jamestown Regional Airport,,,,46.92969894,-98.67819977
LAR,Laramie Regional Airport,,,,41.31209945678711,-105.67500305175781
LBE,Arnold Palmer Regional Airport,,,,40.27590179,-79.40480042
LBF,North Platte Regional Airport Lee Bird Field,,,,41.12620163,-100.6839981
LEB,Lebanon Municipal Airport,,,,43.626098632799994,-72.30419921880001
LMT,Crater Lake-Klamath Regional Airport,,,,42.156101,-121.733002
LNS,Lancaster Airport,,,,40.121700286865234,-76.29609680175781
LWT,Lewistown Municipal Airport,,,,47.04930114746094,-109.46700286865234
LYH,Lynchburg Regional Preston Glenn Field,,,,37.326698303222656,-79.20040130615234
MKG,Muskegon County Airport,,,,43.16949844,-86.23819733
MLS,Frank Wiley Field,,,,46.428001403808594,-105.88600158691406
MSL,Northwest Alabama Regional Airport,,,,34.74530029,-87.61019897
OTH,Southwest Oregon Regional Airport,,,,43.41709899902344,-124.24600219726562
OWB,Owensboro Daviess County Airport,,,,37.74010086,-87.16680145
PIB,Hattiesburg Laurel Regional Airport,,,,31.467100143432617,-89.33709716796875
PIH,Pocatello Regional Airport,,,,42.9098014831543,-112.59600067138672
PIR,Pierre Regional Airport,,,,44.38270187,-100.2860031
PLN,Pellston Regional Airport of Emmet County Airport,,,,45.57089996,-84.79669952
PSM,Portsmouth International at Pease Airport,,,,43.0778999329,-70.8233032227
RDG,Reading Regional Carl A Spaatz Field,,,,40.378501892089844,-75.96520233154297
RHI,Rhinelander Oneida County Airport,,,,45.63119888305664,-89.46749877929688
RKS,Southwest Wyoming Regional Airport,,,,41.5942,-109.065001
RUT,Rutland - Southern Vermont Regional Airport,,,,43.52939987,-72.94960022
SBP,San Luis County Regional Airport,,,,35.236801147499996,-120.641998291
SHR,Sheridan County Airport,,,,44.76919937133789,-106.9800033569336
SLK,Adirondack Regional Airport,,,,44.38529968261719,-74.2061996459961
SLN,Salina Municipal Airport,,,,38.79100036621094,-97.6521987915039
SMX,Santa Maria Pub/Capt G Allan Hancock Field,,,,34.89889908,-120.4570007
TUP,Tupelo Regional Airport,,,,34.26810073852539,-88.7698974609375
UIN,Quincy Regional Baldwin Field,,,,39.94269943,-91.19460297
VCT,Victoria Regional Airport,,,,28.85260009765625,-96.91850280761719
VLD,Valdosta Regional Airport,,,,30.782499313354492,-83.27670288085938
WRL,Worland Municipal Airport,,,,43.9656982421875,-107.95099639892578
YKM,Yakima Air Terminal McAllister Field,,,,46.56819916,-120.5439987
ECN,Ercan International Airport,,,,35.154701232910156,33.49610137939453
RJL,Logroño-Agoncillo Airport,,,,42.4609534888,-2.32223510742
IDY,Île d'Yeu Airport,,,,46.71860122680664,-2.3911099433898926
ANE,Angers-Loire Airport,,,,47.560299,-0.312222
LTT,La Môle Airport,,,,43.205399,6.482
JSY,Syros Airport,,,,37.4227981567,24.950899124099998
PEV,Pécs-Pogány Airport,,,,45.990898,18.240996
\N,Győr-Pér International Airport,,,,47.624401,17.813601
SOB,Sármellék International Airport,,,,46.686391,17.159084
AOT,Aosta Airport,,,,45.738499,7.36872
QSR,Salerno Costa d'Amalfi Airport,,,,40.620399,14.9113
CVU,Corvo Airport,,,,39.671501,-31.1136
BNX,Banja Luka International Airport,,,,44.94139862060547,17.297500610351562
USQ,Uşak Airport,,,,38.68149948120117,29.47170066833496
KSY,Kars Airport,,,,40.562198638916016,43.1150016784668
SFQ,Şanlıurfa Airport,,,,37.09429931640625,38.84709930419922
KCM,Kahramanmaraş Airport,,,,37.5388259888,36.9535217285
AJI,Ağrı Airport,,,,39.654541015625,43.025978088378906
ADF,Adıyaman Airport,,,,37.7313995361,38.4688987732
ISE,Süleyman Demirel International Airport,,,,37.8554000854,30.368400573699997
EDO,Balıkesir Körfez Airport,,,,39.554599762,27.0137996674
SZF,Samsun Çarşamba Airport,,,,41.254501,36.567101
ILZ,Žilina Airport,,,,49.231498718299996,18.6135005951
GDT,JAGS McCartney International Airport,,,,21.444499969482422,-71.14230346679688
MDS,Middle Caicos Airport,,,,21.82602,-71.8025
SLX,Salt Cay Airport,,,,21.333000183099998,-71.1999969482
AZS,Samaná El Catey International Airport,,,,19.2670001984,-69.7419967651
JBQ,La Isabela International Airport,,,,18.572500228881836,-69.98560333251953
PBR,Puerto Barrios Airport,,,,15.7309,-88.583801
AAZ,Quezaltenango Airport,,,,14.8656,-91.501999
UTK,Utirik Airport,,,,11.222,169.852005
AHS,Ahuas Airport,,,,15.4722,-84.352203
PEU,Puerto Lempira Airport,,,,15.2622,-83.781197
MIJ,Mili Island Airport,,,,6.08333,171.733002
CYW,Captain Rogelio Castillo National Airport,,,,20.546,-100.887001
CUA,Ciudad Constitución Airport,,,,25.053800582886,-111.61499786377
GUB,Guerrero Negro Airport,,,,28.0261,-114.024002
JAL,El Lencero Airport,,,,19.4750995636,-96.7975006104
CTD,Alonso Valderrama Airport,,,,7.987840175628662,-80.40969848632812
ONX,Enrique Adolfo Jimenez Airport,,,,9.356639862060547,-79.86740112304688
JQE,Jaqué Airport,,,,7.51777982711792,-78.1572036743164
PLP,Captain Ramon Xatruch Airport,,,,8.406669616699219,-78.1417007446289
TTQ,Aerotortuguero Airport,,,,10.42,-83.6095
BCL,Barra del Colorado Airport,,,,10.768699645996094,-83.58560180664062
\N,Cabo Velas Airport,,,,10.355699539185,-85.852897644043
PBP,Islita Airport,,,,9.856109619140625,-85.37079620361328
PJM,Puerto Jimenez Airport,,,,8.533329963684082,-83.30000305175781
SYQ,Tobias Bolanos International Airport,,,,9.957050323486328,-84.13980102539062
\N,(Duplicate) Playa Samara Airport,,,,9.87,-85.48
JEE,Jérémie Airport,,,,18.66309928894043,-74.17030334472656
PAX,Port-de-Paix Airport,,,,19.9335994720459,-72.84860229492188
\N,Cayo Coco Airport,,,,22.513200759900002,-78.51100158690001
TND,Alberto Delgado Airport,,,,21.788299560546875,-79.99720001220703
COX,Congo Town Airport,,,,24.158701,-77.589798
ATC,Arthur's Town Airport,,,,24.6294,-75.673797
TBI,New Bight Airport,,,,24.3153,-75.452301
CRI,Colonel Hill Airport,,,,22.745599746699998,-74.1824035645
PID,Nassau Paradise Island Airport,,,,25.08300018310547,-77.30000305175781
AIU,Enua Airport,,,,-19.96780014038086,-158.11900329589844
MGS,Mangaia Island Airport,,,,-21.895986557006836,-157.9066619873047
MHX,Manihiki Island Airport,,,,-10.376700401306152,-161.0019989013672
MUK,Mauke Airport,,,,-20.13610076904297,-157.34500122070312
MOI,Mitiaro Island Airport,,,,-19.842500686645508,-157.7030029296875
PYE,Tongareva Airport,,,,-9.01436996459961,-158.03240966796875
ICI,Cicia Airport,,,,-17.7432994843,-179.341995239
PTF,Malolo Lailai Island Airport,,,,-17.7779006958,177.197006226
KDV,Vunisea Airport,,,,-19.058099746699998,178.156997681
MNF,Mana Island Airport,,,,-17.6730995178,177.098007202
MFJ,Moala Airport,,,,-18.566699981699998,179.951004028
NGI,Ngau Airport,,,,-18.115600585899998,179.339996338
LKB,Lakeba Island Airport,,,,-18.1991996765,-178.817001343
LBS,Labasa Airport,,,,-16.466699600219727,179.33999633789062
TVU,Matei Airport,,,,-16.6905994415,-179.876998901
KXF,Koro Island Airport,,,,-17.3458003998,179.42199707
RTA,Rotuma Airport,,,,-12.482500076293945,177.0709991455078
SVU,Savusavu Airport,,,,-16.8027992249,179.341003418
EUA,Kaufana Airport,,,,-21.378299713100002,-174.957992554
HPA,Lifuka Island Airport,,,,-19.777000427246094,-174.34100341796875
NFO,Mata'aho Airport,,,,-15.5707998276,-175.632995605
NTT,Kuini Lavenia Airport,,,,-15.977297,-173.791089
VBV,Vanua Balavu Airport,,,,-17.268999099731445,-178.9759979248047
IUE,Niue International Airport,,,,-19.079030990600586,-169.92559814453125
FUT,Pointe Vele Airport,,,,-14.3114004135,-178.065994263
MXS,Maota Airport,,,,-13.742300033569336,-172.25799560546875
APK,Apataki Airport,,,,-15.5736,-146.414993
AHE,Ahe Airport,,,,-14.428099632263184,-146.2570037841797
AUQ,Hiva Oa-Atuona Airport,,,,-9.76879024506,-139.011001587
UAP,Ua Pou Airport,,,,-9.35167,-140.078003
UAH,Ua Huka Airport,,,,-8.93611,-139.552002
MTV,Mota Lava Airport,,,,-13.6660003662,167.712005615
SLH,Sola Airport,,,,-13.8516998291,167.537002563
TOH,Torres Airstrip,,,,-13.3280000687,166.638000488
EAE,Siwo Airport,,,,-17.0902996063,168.343002319
CCV,Craig Cove Airport,,,,-16.264999,167.923996
LOD,Longana Airport,,,,-15.3066997528,167.966995239
SSR,Sara Airport,,,,-15.4708003998,168.151992798
PBJ,Tavie Airport,,,,-16.438999176,168.257003784
LPM,Lamap Airport,,,,-16.4611228,167.829253
LNB,Lamen Bay Airport,,,,-16.584199905400002,168.158996582
MWF,Maewo-Naone Airport,,,,-15,168.082992554
LNE,Lonorore Airport,,,,-15.865599632299999,168.17199707
NUS,Norsup Airport,,,,-16.0797,167.401001
ZGU,Gaua Island Airport,,,,-14.218099594099998,167.587005615
RCL,Redcliffe Airport,,,,-15.472000122099999,167.835006714
SON,Santo Pekoa International Airport,,,,-15.505000114399998,167.220001221
TGH,Tongoa Airport,,,,-16.8910999298,168.550994873
ULB,Uléi Airport,,,,-16.3297,168.3011
VLS,Valesdir Airport,,,,-16.796100616500002,168.177001953
SWJ,Southwest Bay Airport,,,,-16.4864,167.4472
OLJ,North West Santo Airport,,,,-14.881699562099998,166.557998657
AUY,Aneityum Airport,,,,-20.2492008209,169.770996094
AWD,Aniwa Airport,,,,-19.2346,169.6009
DLY,Dillon's Bay Airport,,,,-18.7693996429,169.00100708
FTA,Futuna Airport,,,,-19.516399383499998,170.231994629
IPA,Ipota Airport,,,,-18.856389,169.283333
TGJ,Tiga Airport,,,,-21.096099853515625,167.8040008544922
BMY,Île Art - Waala Airport,,,,-19.720600128173828,163.66099548339844
ILP,Île des Pins Airport,,,,-22.588899612426758,167.45599365234375
FBD,Fayzabad Airport,,,,37.121101,70.518097
\N,Dawadmi Domestic Airport,,,,24.5,44.400001525878906
AJF,Al-Jawf Domestic Airport,,,,29.78510093688965,40.099998474121094
WAE,Wadi Al Dawasir Airport,,,,20.504299163800003,45.199600219699995
KHD,Khoram Abad Airport,,,,33.43539810180664,48.282901763916016
BXR,Bam Airport,,,,29.084199905395508,58.45000076293945
RJN,Rafsanjan Airport,,,,30.297700881958008,56.05110168457031
BJB,Bojnord Airport,,,,37.49300003051758,57.30820083618164
AFZ,Sabzevar National Airport,,,,36.16809844970703,57.59519958496094
NSH,Noshahr Airport,,,,36.663299560546875,51.464698791503906
SRY,Dasht-e Naz Airport,,,,36.635799408,53.193599700899995
LRR,Lar Airport,,,,27.6746997833,54.3833007812
ADU,Ardabil Airport,,,,38.3256988525,48.4244003296
OMH,Urmia Airport,,,,37.6680984497,45.0686988831
AAN,Al Ain International Airport,,,,24.261699676513672,55.60919952392578
BNP,Bannu Airport,,,,32.9729,70.527901
BHV,Bahawalpur Airport,,,,29.348100662231445,71.71800231933594
CJL,Chitral Airport,,,,35.886600494384766,71.80059814453125
DBA,Dalbandin Airport,,,,28.878299713100002,64.3998031616
DEA,Dera Ghazi Khan Airport,,,,29.961000442504883,70.48590087890625
DSK,Dera Ismael Khan Airport,,,,31.909400939941406,70.89659881591797
JIW,Jiwani Airport,,,,25.067800521900004,61.8054008484
HDD,Hyderabad Airport,,,,25.3181,68.366096
KDD,Khuzdar Airport,,,,27.790599823,66.6473007202
ORW,Ormara Airport,,,,25.274700164799995,64.58599853519999
PAJ,Parachinar Airport,,,,33.902099609400004,70.0716018677
KDU,Skardu Airport,,,,35.33549880981445,75.53600311279297
SYW,Sehwan Sharif Airport,,,,26.473100662231445,67.71720123291016
TUK,Turbat International Airport,,,,25.986400604248047,63.03020095825195
ISU,Sulaymaniyah International Airport,,,,35.5617485046,45.316738128699996
KAC,Kamishly Airport,,,,37.020599365234375,41.19139862060547
GXF,Sayun International Airport,,,,15.9660997391,48.78829956049999
ADK,Adak Airport,,,,51.87799835205078,-176.64599609375
GST,Gustavus Airport,,,,58.4253006,-135.7070007
SGY,Skagway Airport,,,,59.46009826660156,-135.3159942626953
HCR,Holy Cross Airport,,,,62.18830108642578,-159.77499389648438
HNS,Haines Airport,,,,59.24380111694336,-135.5240020751953
KLG,Kalskag Airport,,,,61.53630065917969,-160.34100341796875
MCG,McGrath Airport,,,,62.95289993,-155.6060028
MOU,Mountain Village Airport,,,,62.095401763916016,-163.6820068359375
ANI,Aniak Airport,,,,61.581600189208984,-159.54299926757812
VAK,Chevak Airport,,,,61.5409,-165.6005
WRG,Wrangell Airport,,,,56.48429871,-132.3699951
OPU,Balimo Airport,,,,-8.05000019073,142.932998657
VMU,Baimuru Airport,,,,-7.49686002731,144.819900513
LUP,Kalaupapa Airport,,,,21.21100044,-156.973999
ENT,Eniwetok Airport,,,,11.340700149536133,162.3280029296875
LZN,Matsu Nangan Airport,,,,26.1598,119.958
HCN,Hengchun Airport,,,,22.041099548339844,120.7300033569336
MFK,Matsu Beigan Airport,,,,26.224199,120.002998
KUH,Kushiro Airport,,,,43.041000366199995,144.192993164
OKD,Okadama Airport,,,,43.117447,141.38134
HSG,Saga Airport,,,,33.149700164799995,130.302001953
NKM,Nagoya Airport,,,,35.255001068115234,136.9239959716797
IWJ,Iwami Airport,,,,34.676399231,131.789993286
FKS,Fukushima Airport,,,,37.22740173339844,140.43099975585938
ONJ,Odate Noshiro Airport,,,,40.1918983459,140.371002197
SYO,Shonai Airport,,,,38.81219863889999,139.787002563
MYE,Miyakejima Airport,,,,34.073600769,139.559997559
KUV,Kunsan Air Base,,,,35.90380096435547,126.61599731445312
MPK,Mokpo Heliport,,,,34.7588996887,126.379997253
WJU,Wonju/Hoengseong Air Base (K-38/K-46),,,,37.441201,127.963858
YNY,Yangyang International Airport,,,,38.061298,128.669006
HIN,Sacheon Air Base/Airport,,,,35.088591,128.071747
CJJ,Cheongju International Airport/Cheongju Air Base (K-59/G-513),,,,36.717008,127.498741
SFS,Subic Bay International Airport,,,,14.794400215148926,120.27100372314453
CYU,Cuyo Airport,,,,10.858099937438965,121.06900024414062
